SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,ITEM_Description,ITEM_Status
1000-01,INSTRUMENT,AP-1002,Instrument,Instrument(AP),
1000-01,INSTRUMENT,AP-1036,Instrument,Instrument(AP),
1000-01,INSTRUMENT,AP-1039,Instrument,Instrument(AP),
1000-01,INSTRUMENT,AP-1040,Instrument,Instrument(AP),
1000-01,INSTRUMENT,AP-1044,Instrument,Instrument(AP),
1000-01,INSTRUMENT,AP-1046,Instrument,Instrument(AP),
1000-01,INSTRUMENT,AST-1001A(AST),Instrument,Instrument(AST),
1000-01,INSTRUMENT,AST-1001A(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,AST-1001B(AST),Instrument,Instrument(AST),
1000-01,INSTRUMENT,AST-1001B(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,AST-1001C(AST),Instrument,Instrument(AST),
1000-01,INSTRUMENT,AST-1001C(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,AT-1035(AT),Instrument,Instrument(AT),
1000-01,INSTRUMENT,AT-1035(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,AT-1045(AT),Instrument,Instrument(AT),
1000-01,INSTRUMENT,AT-1045(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,AY-1001-1,SIGNAL,SIGNAL,
1000-01,INSTRUMENT,FE-1006,Instrument,Instrument(FE),
1000-01,INSTRUMENT,FE-2091,Instrument,Instrument(FE),
1000-01,INSTRUMENT,FE-2151,Instrument,Instrument(FE),
1000-01,INSTRUMENT,FE-6070,Instrument,Instrument(FE),
1000-01,INSTRUMENT,FST-6070A(FST),Instrument,Instrument(FST),
1000-01,INSTRUMENT,FST-6070A(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FST-6070B(FST),Instrument,Instrument(FST),
1000-01,INSTRUMENT,FST-6070B(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FST-6070C(FST),Instrument,Instrument(FST),
1000-01,INSTRUMENT,FST-6070C(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FT-1006(FT),Instrument,Instrument(FT),
1000-01,INSTRUMENT,FT-1006(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FT-2091(FT),Instrument,Instrument(FT),
1000-01,INSTRUMENT,FT-2091(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FT-2151(FT),Instrument,Instrument(FT),
1000-01,INSTRUMENT,FT-2151(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FUSY-2061-1(FUSY),Instrument,Instrument(FUSY),
1000-01,INSTRUMENT,FUSY-2061-1(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FUSY-2061-2(FUSY),Instrument,Instrument(FUSY),
1000-01,INSTRUMENT,FUSY-2061-2(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FUSY-2091(FUSY),Instrument,Instrument(FUSY),
1000-01,INSTRUMENT,FUSY-2091(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FUSY-2150(FUSY),Instrument,Instrument(FUSY),
1000-01,INSTRUMENT,FUSY-2150(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FV-2061(FV),Instrument,Instrument(FV),
1000-01,INSTRUMENT,FV-2061(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FV-2091(FV),Instrument,Instrument(FV),
1000-01,INSTRUMENT,FV-2091(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FV-2150(FV),Instrument,Instrument(FV),
1000-01,INSTRUMENT,FV-2150(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FZSL-2061(FZSL),Instrument,Instrument(FZSL),
1000-01,INSTRUMENT,FZSL-2061(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FZSL-2091(FZSL),Instrument,Instrument(FZSL),
1000-01,INSTRUMENT,FZSL-2091(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,FZSL-2150(FZSL),Instrument,Instrument(FZSL),
1000-01,INSTRUMENT,FZSL-2150(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,HV-1003,Instrument,Instrument(HV),
1000-01,INSTRUMENT,HZSH-1003,Instrument,Instrument(HZSH),
1000-01,INSTRUMENT,HZSL-1003,Instrument,Instrument(HZSL),
1000-01,INSTRUMENT,LG-1005,Instrument,Instrument(LG),
1000-01,INSTRUMENT,LST-1004A(LST),Instrument,Instrument(LST),
1000-01,INSTRUMENT,LST-1004A(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,LST-1004B(LST),Instrument,Instrument(LST),
1000-01,INSTRUMENT,LST-1004B(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,LST-1004C(LST),Instrument,Instrument(LST),
1000-01,INSTRUMENT,LST-1004C(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PDT-1032(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PDT-1032(PDT),Instrument,Instrument(PDT),
1000-01,INSTRUMENT,PG-1002,Instrument,Instrument(PG),
1000-01,INSTRUMENT,PG-1007,Instrument,Instrument(PG),
1000-01,INSTRUMENT,PG-1033,Instrument,Instrument(PG),
1000-01,INSTRUMENT,PG-1036,Instrument,Instrument(PG),
1000-01,INSTRUMENT,PG-1040,Instrument,Instrument(PG),
1000-01,INSTRUMENT,PG-1046,Instrument,Instrument(PG),
1000-01,INSTRUMENT,PT-1001(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PT-1001(PT),Instrument,Instrument(PT),
1000-01,INSTRUMENT,PT-1005(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PT-1005(PT),Instrument,Instrument(PT),
1000-01,INSTRUMENT,PT-1006(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PT-1006(PT),Instrument,Instrument(PT),
1000-01,INSTRUMENT,PT-1045(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PT-1045(PT),Instrument,Instrument(PT),
1000-01,INSTRUMENT,PV-1006(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PV-1006(PV),Instrument,Instrument(PV),
1000-01,INSTRUMENT,PV-1045(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,PV-1045(PV),Instrument,Instrument(PV),
1000-01,INSTRUMENT,TE-1001(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1001(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-1034(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1034(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-1035(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1035(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-1037(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1037(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-1041(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1041(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-1042(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1042(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-1045(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-1045(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-2148(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-2148(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-2149(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-2149(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-2151(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-2151(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TE-2220(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TE-2220(TE),Instrument,Instrument(TE),
1000-01,INSTRUMENT,TG-1002,Instrument,Instrument(TG),
1000-01,INSTRUMENT,TG-1004,Instrument,Instrument(TG),
1000-01,INSTRUMENT,TT-1001(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1001(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-1034(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1034(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-1035(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1035(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-1037(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1037(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-1041(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1041(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-1042(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1042(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-1045(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-1045(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-2148(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-2148(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-2149(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-2149(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-2151(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-2151(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TT-2220(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TT-2220(TT),Instrument,Instrument(TT),
1000-01,INSTRUMENT,TV-2220(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,TV-2220(TV),Instrument,Instrument(TV),
1000-01,INSTRUMENT,TW-1001,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1002,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1004,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1034,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1035,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1037,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1041,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1042,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-1045,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-2148,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-2149,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-2151,Instrument,Instrument(TW),
1000-01,INSTRUMENT,TW-2220,Instrument,Instrument(TW),
1000-01,INSTRUMENT,USV-1001,Instrument,Instrument(USV),
1000-01,INSTRUMENT,USY-1001(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,USY-1001(USY),Instrument,Instrument(USY),
1000-01,INSTRUMENT,UZSH-1001(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,UZSH-1001(UZSH),Instrument,Instrument(UZSH),
1000-01,INSTRUMENT,UZSL-1001(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,UZSL-1001(UZSL),Instrument,Instrument(UZSL),
1000-01,INSTRUMENT,XS-1001A(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,XS-1001A(XS),Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1001B(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,XS-1001B(XS),Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1001C(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,XS-1001C(XS),Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1003-1,Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1003-2,Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1003-3,Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1003-4,Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1003-6,Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1035(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,XS-1035(XS),Instrument,Instrument(XS),
1000-01,INSTRUMENT,XS-1045(NA),CABLE,CABLE(NA),
1000-01,INSTRUMENT,XS-1045(XS),Instrument,Instrument(XS),
1000-01,MECHANICAL(STATIC),D-1001,Drum(D),Natural gas K.O. drum,
1000-01,MECHANICAL(STATIC),E-2009,Exchanger(E),Fuel Gas Preheater,
1000-01,MECHANICAL(STATIC),R-1001,Reactor(R),Hydrogenator,
1000-01,MECHANICAL(STATIC),R-1002-1,Reactor(R),Sulphur Absorber,
1000-01,MECHANICAL(STATIC),R-1002-2,Reactor(R),Sulphur Absorber,
1000-01,PIPING,1000-01-NG-01-209,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-NG-02-407,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-NG-03-519,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-NG-04-774,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-NG-05-775,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-NG-06-921,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-NG-07-998,PI_TP,PIPING TEST PACKAGE,DONE
1000-01,PIPING,1000-01-NG-08-1002,PI_TP,PIPING TEST PACKAGE,DONE
1000-01,PIPING,1000-01-NG-09-1007,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-NG-10-1008,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-NG-11-1016,PI_TP,PIPING TEST PACKAGE,DONE
1000-01,PIPING,1000-01-OW-01-233,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-OW-02-492,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-OW-03-722,PI_TP,PIPING TEST PACKAGE,
1000-01,PIPING,1000-01-PRG-01-450,PI_TP,PIPING TEST PACKAGE,DONE
1000-01,PIPING,1000-01-PRG-02-489,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-PRG-03-525,PI_TP,PIPING TEST PACKAGE,DONE
1000-01,PIPING,1000-01-PRG-04-647,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-PRG-05-692,PI_TP,PIPING TEST PACKAGE,Pending
1000-01,PIPING,1000-01-PRG-06-845,PI_TP,PIPING TEST PACKAGE,DONE
1000-01,PIPING,DE-RF-PRG-008,PI_TP,PIPING TEST PACKAGE,
1000-02,INSTRUMENT,AP-2539,Instrument,Instrument(AP),
1000-02,INSTRUMENT,AT-2531(AT),Instrument,Instrument(AT),
1000-02,INSTRUMENT,AT-2531(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,AT-2532(AT),Instrument,Instrument(AT),
1000-02,INSTRUMENT,AT-2532(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FE-2536,Instrument,Instrument(FE),
1000-02,INSTRUMENT,FO-2552,Instrument,Instrument(FO),
1000-02,INSTRUMENT,FT-2531-1(FT),Instrument,Instrument(FT),
1000-02,INSTRUMENT,FT-2531-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FT-2531-2(FT),Instrument,Instrument(FT),
1000-02,INSTRUMENT,FT-2531-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FT-2536(FT),Instrument,Instrument(FT),
1000-02,INSTRUMENT,FT-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FUSY-2536(FUSY),Instrument,Instrument(FUSY),
1000-02,INSTRUMENT,FUSY-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FV-2531-1(FV),Instrument,Instrument(FV),
1000-02,INSTRUMENT,FV-2531-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FV-2531-2(FV),Instrument,Instrument(FV),
1000-02,INSTRUMENT,FV-2531-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FV-2536(FV),Instrument,Instrument(FV),
1000-02,INSTRUMENT,FV-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,FZSL-2536(FZSL),Instrument,Instrument(FZSL),
1000-02,INSTRUMENT,FZSL-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,HS-2544,Instrument,Instrument(HS),
1000-02,INSTRUMENT,HS-2550,Instrument,Instrument(HS),
1000-02,INSTRUMENT,PCV-1010,Instrument,Instrument(PCV),
1000-02,INSTRUMENT,PCV-2551,Instrument,Instrument(PCV),
1000-02,INSTRUMENT,PG-1010,Instrument,Instrument(PG),
1000-02,INSTRUMENT,PG-2539,Instrument,Instrument(PG),
1000-02,INSTRUMENT,PG-2552,Instrument,Instrument(PG),
1000-02,INSTRUMENT,PSL-2541-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2541-1(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2541-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2541-2(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2542-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2542-1(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2542-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2542-2(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2543-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2543-1(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2543-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2543-2(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2544-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2544-1(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2544-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2544-2(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2545-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2545-1(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PSL-2545-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PSL-2545-2(PSL),Instrument,Instrument(PSL),
1000-02,INSTRUMENT,PST-2554A(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PST-2554A(PST),Instrument,Instrument(PST),
1000-02,INSTRUMENT,PST-2554B(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PST-2554B(PST),Instrument,Instrument(PST),
1000-02,INSTRUMENT,PST-2554C(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PST-2554C(PST),Instrument,Instrument(PST),
1000-02,INSTRUMENT,PST-2556A(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PST-2556A(PST),Instrument,Instrument(PST),
1000-02,INSTRUMENT,PST-2556B(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PST-2556B(PST),Instrument,Instrument(PST),
1000-02,INSTRUMENT,PST-2556C(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PST-2556C(PST),Instrument,Instrument(PST),
1000-02,INSTRUMENT,PT-1011(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PT-1011(PT),Instrument,Instrument(PT),
1000-02,INSTRUMENT,PT-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PT-2536(PT),Instrument,Instrument(PT),
1000-02,INSTRUMENT,PT-2540(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PT-2540(PT),Instrument,Instrument(PT),
1000-02,INSTRUMENT,PV-1011(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PV-1011(PV),Instrument,Instrument(PV),
1000-02,INSTRUMENT,PV-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,PV-2536(PV),Instrument,Instrument(PV),
1000-02,INSTRUMENT,TE-1010(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TE-1010(TE),Instrument,Instrument(TE),
1000-02,INSTRUMENT,TE-1012(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TE-1012(TE),Instrument,Instrument(TE),
1000-02,INSTRUMENT,TE-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TE-2536(TE),Instrument,Instrument(TE),
1000-02,INSTRUMENT,TE-2540(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TE-2540(TE),Instrument,Instrument(TE),
1000-02,INSTRUMENT,TE-2553(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TE-2553(TE),Instrument,Instrument(TE),
1000-02,INSTRUMENT,TT-1010(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TT-1010(TT),Instrument,Instrument(TT),
1000-02,INSTRUMENT,TT-1012(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TT-1012(TT),Instrument,Instrument(TT),
1000-02,INSTRUMENT,TT-2536(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TT-2536(TT),Instrument,Instrument(TT),
1000-02,INSTRUMENT,TT-2540(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TT-2540(TT),Instrument,Instrument(TT),
1000-02,INSTRUMENT,TT-2553(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,TT-2553(TT),Instrument,Instrument(TT),
1000-02,INSTRUMENT,TW-1010,Instrument,Instrument(TW),
1000-02,INSTRUMENT,TW-1012,Instrument,Instrument(TW),
1000-02,INSTRUMENT,TW-2536,Instrument,Instrument(TW),
1000-02,INSTRUMENT,TW-2540,Instrument,Instrument(TW),
1000-02,INSTRUMENT,TW-2553,Instrument,Instrument(TW),
1000-02,INSTRUMENT,USV-2541,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2542,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2543,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2544,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2545,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2547,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2548,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USV-2549,Instrument,Instrument(USV),
1000-02,INSTRUMENT,USY-2541-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2541-1(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2541-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2541-2(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2542-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2542-1(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2542-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2542-2(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2543-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2543-1(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2543-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2543-2(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2544-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2544-1(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2544-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2544-2(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2545-1(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2545-1(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2545-2(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2545-2(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2547(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2547(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2548(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2548(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,USY-2549(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,USY-2549(USY),Instrument,Instrument(USY),
1000-02,INSTRUMENT,UZSH-2541(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2541(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2542(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2542(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2543(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2543(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2544(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2544(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2545(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2545(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2547(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2547(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2548(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2548(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSH-2549(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSH-2549(UZSH),Instrument,Instrument(UZSH),
1000-02,INSTRUMENT,UZSL-2541(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2541(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2542(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2542(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2543(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2543(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2544(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2544(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2545(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2545(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2547(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2547(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2548(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2548(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,UZSL-2549(NA),CABLE,CABLE(NA),
1000-02,INSTRUMENT,UZSL-2549(UZSL),Instrument,Instrument(UZSL),
1000-02,INSTRUMENT,XL-2544B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2551B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2552B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2553B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2554B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2555B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2556B,Instrument,Instrument(XL),
1000-02,INSTRUMENT,XL-2557B,Instrument,Instrument(XL),
1000-02,MECHANICAL(STATIC),X-2003,Filter(X),Static Fuel Gas Mixer,
1000-02,PIPING,1000-02-FG-01-406,PI_TP,PIPING TEST PACKAGE,Pending
