SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,A,Termination shall be done.,PL-09636
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,B,CAP shall be installed.,PL-09582
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,B,Touch up shall be done.,PL-09618
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09600
LS-09,EL,04-JB1_1-3-L2-01-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-11583
LS-09,EL,04-JB1_1-3-L2-01-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-11575
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09603
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,B,Touch up shall be done.,PL-09621
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,B,CAP shall be installed.,PL-09585
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,A,Termination shall be done.,PL-09639
LS-09,EL,04-JB1_1-3-L2-02-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-11585
LS-09,EL,04-JB1_1-3-L2-02-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-11577
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09591
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,B,CAP shall be installed.,PL-09573
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,A,Termination shall be done.,PL-09627
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,B,Touch up shall be done.,PL-09609
LS-09,EL,04-JB1_1-3-L2-03-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-09162
LS-09,EL,04-JB1_1-3-L2-03-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-09155
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09596
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,B,Touch up shall be done.,PL-09614
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,B,CAP shall be installed.,PL-09578
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,A,Termination shall be done.,PL-09632
LS-09,EL,04-JB1_1-3-L2-04-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-09158
LS-09,EL,04-JB1_1-3-L2-04-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-09151
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,A,Termination shall be done.,PL-09637
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,B,CAP shall be installed.,PL-09583
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,B,Touch up shall be done.,PL-09619
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09601
LS-09,EL,04-JB1_1-3-L3-01-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-11576
LS-09,EL,04-JB1_1-3-L3-01-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-11584
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09606
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,B,Touch up shall be done.,PL-09624
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,B,CAP shall be installed.,PL-09588
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,A,Termination shall be done.,PL-09642
LS-11,EL,04-JB1_1-3-L3-02-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-09170
LS-11,EL,04-JB1_1-3-L3-02-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-09166
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,B,CAP shall be installed.,PL-09575
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,A,Termination shall be done.,PL-09629
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,B,Touch up shall be done.,PL-09611
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09593
LS-09,EL,04-JB1_1-3-L3-03-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-09156
LS-09,EL,04-JB1_1-3-L3-03-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-09149
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.,PL-09597
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,B,Touch up shall be done.,PL-09615
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,B,CAP shall be installed.,PL-09579
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,A,Termination shall be done.,PL-09633
LS-09,EL,04-JB1_1-3-L3-04-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-09159
LS-09,EL,04-JB1_1-3-L3-04-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-09152
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,B,Touch up support shall be done.,PL-09649
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,B,tag no S.S shall be installed.,PL-09655
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,C,CAP IS NOT COMPLETE.,PL-09661
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,C,Filling of additional support holes should be done.,PL-09667
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.,PL-09673
LS-09,EL,04-JB1-3-L1-10-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-12639
LS-09,EL,04-JB1-3-L1-10-FJB01,Lighting Cable,B,tag no S.S shall be installed.,PL-12632
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-11560
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,A,Cable Location shall be done,PL-11565
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-11555
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,C,Filling of additional support holes should be done.,PL-09665
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.,PL-09671
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,B,tag no S.S shall be installed.,PL-09653
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,C,CAP IS NOT COMPLETE.,PL-09659
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,B,Touch up support shall be done.,PL-09647
LS-09,EL,04-JB1-3-L2-10-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-12638
LS-09,EL,04-JB1-3-L2-10-FJB01,Lighting Cable,B,tag no S.S shall be installed.,PL-12631
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,C,CAP IS NOT COMPLETE.,PL-09662
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,C,Filling of additional support holes should be done.,PL-09668
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,B,tag no S.S shall be installed.,PL-09656
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,B,Touch up support shall be done.,PL-09650
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.,PL-09674
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-11554
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-11559
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,A,Cable Location shall be done,PL-11564
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.,PL-09670
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,B,tag no S.S shall be installed.,PL-09652
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,C,CAP IS NOT COMPLETE.,PL-09658
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,C,Filling of additional support holes should be done.,PL-09664
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,B,Touch up support shall be done.,PL-09646
LS-09,EL,04-JB1-3-L3-11-FJB01,Lighting Cable,B,tag no S.S shall be installed.,PL-12635
LS-09,EL,04-JB1-3-L3-11-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-12641
LS-09,EL,04-JB2-4-L1-01,Lighting Fixture,B,tag no S.S shall be installed.,PL-12658
LS-09,EL,04-JB2-4-L1-01,Lighting Fixture,B,Touch up support shall be done.,PL-12684
LS-09,EL,04-JB2-4-L1-01,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12736
LS-09,EL,04-JB2-4-L1-01,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12710
LS-09,EL,04-JB2-4-L1-03,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12705
LS-09,EL,04-JB2-4-L1-03,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12731
LS-09,EL,04-JB2-4-L1-03,Lighting Fixture,B,tag no S.S shall be installed.,PL-12653
LS-09,EL,04-JB2-4-L1-03,Lighting Fixture,B,Touch up support shall be done.,PL-12679
LS-09,EL,04-JB2-4-L1-04,Lighting Fixture,B,tag no S.S shall be installed.,PL-12667
LS-09,EL,04-JB2-4-L1-04,Lighting Fixture,B,Touch up support shall be done.,PL-12693
LS-09,EL,04-JB2-4-L1-04,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12719
LS-09,EL,04-JB2-4-L1-04,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12745
LS-09,EL,04-JB2-4-L1-05,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12740
LS-09,EL,04-JB2-4-L1-05,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12714
LS-09,EL,04-JB2-4-L1-05,Lighting Fixture,B,Touch up support shall be done.,PL-12688
LS-09,EL,04-JB2-4-L1-05,Lighting Fixture,B,tag no S.S shall be installed.,PL-12662
LS-09,EL,04-JB2-4-L1-10,Lighting Fixture,B,tag no S.S shall be installed.,PL-12677
LS-09,EL,04-JB2-4-L1-10,Lighting Fixture,B,Touch up support shall be done.,PL-12703
LS-09,EL,04-JB2-4-L1-10,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12729
LS-09,EL,04-JB2-4-L1-10,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12755
LS-09,EL,04-JB2-4-L1-11,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12750
LS-09,EL,04-JB2-4-L1-11,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12724
LS-09,EL,04-JB2-4-L1-11,Lighting Fixture,B,Touch up support shall be done.,PL-12698
LS-09,EL,04-JB2-4-L1-11,Lighting Fixture,B,tag no S.S shall be installed.,PL-12672
LS-09,EL,04-JB2-4-L2-01,Lighting Fixture,B,Touch up support shall be done.,PL-12683
LS-09,EL,04-JB2-4-L2-01,Lighting Fixture,B,tag no S.S shall be installed.,PL-12657
LS-09,EL,04-JB2-4-L2-01,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12709
LS-09,EL,04-JB2-4-L2-01,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12735
LS-09,EL,04-JB2-4-L2-03,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12748
LS-09,EL,04-JB2-4-L2-03,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12722
LS-09,EL,04-JB2-4-L2-03,Lighting Fixture,B,Touch up support shall be done.,PL-12696
LS-09,EL,04-JB2-4-L2-03,Lighting Fixture,B,tag no S.S shall be installed.,PL-12670
LS-09,EL,04-JB2-4-L2-04,Lighting Fixture,B,tag no S.S shall be installed.,PL-12665
LS-09,EL,04-JB2-4-L2-04,Lighting Fixture,B,Touch up support shall be done.,PL-12691
LS-09,EL,04-JB2-4-L2-04,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12717
LS-09,EL,04-JB2-4-L2-04,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12743
LS-09,EL,04-JB2-4-L2-05,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12739
LS-09,EL,04-JB2-4-L2-05,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12713
LS-09,EL,04-JB2-4-L2-05,Lighting Fixture,B,Touch up support shall be done.,PL-12687
LS-09,EL,04-JB2-4-L2-05,Lighting Fixture,B,tag no S.S shall be installed.,PL-12661
LS-09,EL,04-JB2-4-L2-08,Lighting Fixture,B,tag no S.S shall be installed.,PL-12678
LS-09,EL,04-JB2-4-L2-08,Lighting Fixture,B,Touch up support shall be done.,PL-12704
LS-09,EL,04-JB2-4-L2-08,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12730
LS-09,EL,04-JB2-4-L2-08,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12756
LS-09,EL,04-JB2-4-L2-09,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12752
LS-09,EL,04-JB2-4-L2-09,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12726
LS-09,EL,04-JB2-4-L2-09,Lighting Fixture,B,Touch up support shall be done.,PL-12700
LS-09,EL,04-JB2-4-L2-09,Lighting Fixture,B,tag no S.S shall be installed.,PL-12674
LS-09,EL,04-JB2-4-L3-02,Lighting Fixture,B,Touch up support shall be done.,PL-12681
LS-09,EL,04-JB2-4-L3-02,Lighting Fixture,B,tag no S.S shall be installed.,PL-12655
LS-09,EL,04-JB2-4-L3-02,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12707
LS-09,EL,04-JB2-4-L3-02,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12733
LS-09,EL,04-JB2-4-L3-03,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12720
LS-09,EL,04-JB2-4-L3-03,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12746
LS-09,EL,04-JB2-4-L3-03,Lighting Fixture,B,Touch up support shall be done.,PL-12694
LS-09,EL,04-JB2-4-L3-03,Lighting Fixture,B,tag no S.S shall be installed.,PL-12668
LS-09,EL,04-JB2-4-L3-04,Lighting Fixture,B,tag no S.S shall be installed.,PL-12664
LS-09,EL,04-JB2-4-L3-04,Lighting Fixture,B,Touch up support shall be done.,PL-12690
LS-09,EL,04-JB2-4-L3-04,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12742
LS-09,EL,04-JB2-4-L3-04,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12716
LS-09,EL,04-JB2-4-L3-05,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12711
LS-09,EL,04-JB2-4-L3-05,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12737
LS-09,EL,04-JB2-4-L3-05,Lighting Fixture,B,Touch up support shall be done.,PL-12685
LS-09,EL,04-JB2-4-L3-05,Lighting Fixture,B,tag no S.S shall be installed.,PL-12659
LS-09,EL,04-JB2-4-L3-09,Lighting Fixture,B,tag no S.S shall be installed.,PL-12675
LS-09,EL,04-JB2-4-L3-09,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12753
LS-09,EL,04-JB2-4-L3-09,Lighting Fixture,B,Touch up support shall be done.,PL-12701
LS-09,EL,04-JB2-4-L3-09,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12727
LS-09,EL,04-JB2-4-L3-10,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12723
LS-09,EL,04-JB2-4-L3-10,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12749
LS-09,EL,04-JB2-4-L3-10,Lighting Fixture,B,tag no S.S shall be installed.,PL-12671
LS-09,EL,04-JB2-4-L3-10,Lighting Fixture,B,Touch up support shall be done.,PL-12697
LS-09,EL,04-RJB1_1-1-L2-01-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-11579
LS-09,EL,04-RJB1_1-1-L2-01-FJB01,Lighting Cable,B,Tag No shall be installed.,PL-11587
LS-09,EL,04-RJB1-1-L1-05-FJB01,Lighting Cable,B,Cable Arrangement shall be done.,PL-12642
LS-09,EL,04-RJB1-1-L1-05-FJB01,Lighting Cable,B,tag no S.S shall be installed.,PL-12636
LS-09,EL,04-SJB1-4-07,Lighting Fixture,B,tag no S.S shall be installed.,PL-12673
LS-09,EL,04-SJB1-4-07,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12751
LS-09,EL,04-SJB1-4-07,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12725
LS-09,EL,04-SJB1-4-07,Lighting Fixture,B,Touch up support shall be done.,PL-12699
LS-09,EL,04-SJB1-4-08,Lighting Fixture,B,Touch up support shall be done.,PL-12702
LS-09,EL,04-SJB1-4-08,Lighting Fixture,C,Filling of additional support holes should be done.,PL-12728
LS-09,EL,04-SJB1-4-08,Lighting Fixture,B,INSTALL THE CAP IN LIGHTING POLE,PL-12754
LS-09,EL,04-SJB1-4-08,Lighting Fixture,B,tag no S.S shall be installed.,PL-12676
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06170
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06171
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06172
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,A,Path is not complete.,PL-06173
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06150
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06151
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06152
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,A,Path is not complete.,PL-06153
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,B,Cable Arrangement shall be done.,PL-05982
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05983
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-05984
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,A,Path is not complete.,PL-05985
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06102
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06103
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06104
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,A,Path is not complete.,PL-06105
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06046
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06047
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06048
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,A,Path is not complete.,PL-06049
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06158
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06159
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06160
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,A,Path is not complete.,PL-06161
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06006
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06007
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06008
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,A,Path is not complete.,PL-06009
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06110
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06111
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06112
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,A,Path is not complete.,PL-06113
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06086
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06087
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06088
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,A,Path is not complete.,PL-06089
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06174
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06175
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06176
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,A,Path is not complete.,PL-06177
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06134
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06135
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06136
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,A,Path is not complete.,PL-06137
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,B,Cable Arrangement shall be done.,PL-05970
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05971
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-05972
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,A,Path is not complete.,PL-05973
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06062
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06063
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06064
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,A,Path is not complete.,PL-06065
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06034
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06035
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06036
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,A,Path is not complete.,PL-06037
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06138
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06139
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06140
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,A,Path is not complete.,PL-06141
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06026
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06027
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06028
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,A,Path is not complete.,PL-06029
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,B,Cable Arrangement shall be done.,PL-05974
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05975
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-05976
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,A,Path is not complete.,PL-05977
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,B,Cable Arrangement shall be done.,PL-05986
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05987
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-05988
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,A,Path is not complete.,PL-05989
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06122
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06123
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06124
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,A,Path is not complete.,PL-06125
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06010
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06011
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06012
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,A,Path is not complete.,PL-06013
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,B,Cable Arrangement shall be done.,PL-05962
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05963
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-05964
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,A,Path is not complete.,PL-05965
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06094
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06095
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06096
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,A,Path is not complete.,PL-06097
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06070
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06071
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06072
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,A,Path is not complete.,PL-06073
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,B,Cable Arrangement shall be done.,PL-06058
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06059
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.,PL-06060
