Discipline,Tag_No,Form_Title,Done,FRD_Phase
EL,06-IS-03,Tel eq. install,0,Construction
EL,07-IS-02,Tel eq. install,1,Construction
EL,LAB-TJB1,Tel eq. install,0,Construction
EL,SS-IS-01,Tel eq. install,1,Construction
EL,02-SP-04,PA.GA Speaker&Beacon Loop,1,Construction
EL,02-SP-14,PA.GA Speaker&Beacon Loop,1,Construction
EL,03-PJB1,PA.GA Speaker&Beacon Loop,1,Construction
EL,03-SP-03,PA.GA Speaker&Beacon Loop,1,Construction
EL,04-SP-01,PA.GA Speaker&Beacon Loop,1,Construction
EL,04-SP-11,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-PJB1,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-16,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-20,PA.GA Speaker&Beacon Loop,1,Construction
EL,06-PJB1,PA.GA Speaker&Beacon Loop,1,Construction
EL,06-SP-07,PA.GA Speaker&Beacon Loop,1,Construction
EL,01-SP-01,PA.GA CHECK LIST,1,Construction
EL,02-PJB3,PA.GA CHECK LIST,0,Construction
EL,02-SP-05,PA.GA CHECK LIST,0,Construction
EL,02-SP-20,PA.GA CHECK LIST,0,Construction
EL,03-SP-01,PA.GA CHECK LIST,0,Construction
EL,04-SP-02,PA.GA CHECK LIST,0,Construction
EL,04-SP-09,PA.GA CHECK LIST,0,Construction
EL,05-PJB2,PA.GA CHECK LIST,0,Construction
MES,AE-3002-1,03-Survey Report for Tube Bundle Positioning and Elevation,1,Construction
MES,AE-5005-C,03-Survey Report for Tube Bundle Positioning and Elevation,1,Construction
MES,AE-5006,03-Survey Report for Tube Bundle Positioning and Elevation,1,Construction
MES,AE-2026,06-Inspection Report for Pulley Alignment,1,Construction
MES,AE-5005-D,07-Inspection Report for Belt Tension,1,Construction
MES,AE-5005-A,08-Inspection Report for Fan Shaft Alignment,1,Construction
MES,AE-5005-B,08-Inspection Report for Fan Shaft Alignment,1,Construction
MES,AE-5004,09-Inspection Report for External Installation,1,Construction
MES,AE-2026,10-Touch Up &Painting Report,1,Construction
MES,AE-3002-2,11-Final Inspection & Punch List,0,Construction
MES,AE-5005-B,11-Final Inspection & Punch List,0,Construction
MES,AE-2026,12-Mechanical Completion and Final Certificate ( Rotary Equipment ),1,Construction
MES,S-7101,Before Bolt Tightening Alignment(DERRICK ),1,Construction
MES,S-7101,Bolt Tightening & Final Alignment Certificate(DERRICK ),1,Construction
MES,S-7101,Inspection of accessories(DERRICK ),1,Construction
MES,S-7101,Before Bolt Tightening Alignment(RISER ),1,Construction
MES,S-7101,Final Inspection Report(RISER ),1,Construction
MER,P-0001B,01-Material_Reciving,1,Construction
MER,P-5001A,01-Material_Reciving,1,Construction
MER,P-5002B,01-Material_Reciving,1,Construction
MER,P-5003A,01-Material_Reciving,1,Construction
MER,P-5010B,01-Material_Reciving,1,Construction
MER,P-6001A,01-Material_Reciving,1,Construction
MER,P-6002B,01-Material_Reciving,1,Construction
MER,P-7502A,01-Material_Reciving,1,Construction
MER,P-8001A-Lub-Oil-Unit,01-Material_Reciving,1,Construction
MER,P-8001B-Lub-Oil-Unit,01-Material_Reciving,1,Construction
MER,P-8401-P2A,01-Material_Reciving,1,Construction
MER,P-8402A,01-Material_Reciving,1,Construction
MER,P-2002A,02-Chiping_And_Pading,1,Construction
MER,P-2002B,02-Chiping_And_Pading,1,Construction
MER,P-5004B,02-Chiping_And_Pading,1,Construction
MER,P-5005A,02-Chiping_And_Pading,1,Construction
MER,P-5006B,02-Chiping_And_Pading,1,Construction
MER,P-5007A,02-Chiping_And_Pading,1,Construction
MER,P-5011B,02-Chiping_And_Pading,1,Construction
MER,P-7001A,02-Chiping_And_Pading,1,Construction
MER,P-7003A,02-Chiping_And_Pading,1,Construction
MER,P-7101B,02-Chiping_And_Pading,1,Construction
MER,P-7506A,02-Chiping_And_Pading,1,Construction
MER,PK-8401-P2A,02-Chiping_And_Pading,1,Construction
MER,C-2002,03-Erection,1,Construction
EL,MT-MP-5006A,FREE RUN(LV MOTOR),1,Construction
EL,MT-MP-5010B,FREE RUN(LV MOTOR),1,Construction
EL,MT-MP-5011B,FREE RUN(LV MOTOR),1,Construction
EL,MT-MP-6002A,FREE RUN(LV MOTOR),1,Construction
EL,MT-MP-7004A,FREE RUN(LV MOTOR),1,Construction
EL,MT-MP-7070A,FREE RUN(LV MOTOR),0,Construction
EL,MT-MP-8405A,FREE RUN(LV MOTOR),0,Construction
EL,MT-P7001C-MP-1B,FREE RUN(LV MOTOR),0,Construction
EL,MT-PK8002-MX-1,FREE RUN(LV MOTOR),0,Construction
EL,MT-PK8003-MP-1A,FREE RUN(LV MOTOR),0,Construction
EL,MT-PK8003-MP-1B,FREE RUN(LV MOTOR),0,Construction
EL,MT-PK8003-MX-1,FREE RUN(LV MOTOR),0,Construction
EL,MT-PK8401-MP-1B,FREE RUN(LV MOTOR),0,Construction
EL,SWB3B-03,CAPACITOR BANK TEST SHEET,1,Construction
EL,SWB3A-03,LV OUT GOING FEEDER,1,Construction
CV,CV-DUCT BANK,01-EXCAVATION,1,Construction
CV,CV-FLARE,01-EXCAVATION,1,Construction
CV,CV-DYKE WALL & CURB WALL,02-LEVELING & COMPACT,1,Construction
CV,CV-SUMP,02-LEVELING & COMPACT,1,Construction
CV,CV-TRENCH,02-LEVELING & COMPACT,1,Construction
CV,CV-STRUCTURE,03-LEAN CONC.,1,Construction
CV,CV-EQUIPMENT FOUNDATION,05-MAIN CONC.,1,Construction
CV,CV-PIPE RACK,05-MAIN CONC.,1,Construction
CV,CV-STRUCTURE,07-COATING & FINAL COATING,1,Construction
CV,CV-PAVING,08-BACKFILLING,1,Construction
MES,AE-5006,01-General Inspection Report for Air Fin Cooler  Instalation,1,Construction
MES,AE-3002-1,02-General Inspection Report For Air Fin Cooler Structure Plumbness,1,Construction
MES,AE-5005-B,02-General Inspection Report For Air Fin Cooler Structure Plumbness,1,Construction
MES,AE-5004,03-Survey Report for Tube Bundle Positioning and Elevation,1,Construction
MES,AE-5005-C,04-Inspection Report for Blade Pitch Angle,1,Construction
MES,AE-5006,04-Inspection Report for Blade Pitch Angle,1,Construction
MES,AE-2026,05-Inspection Report for Fan Ring Clearance,1,Construction
MES,AE-3002-2,07-Inspection Report for Belt Tension,1,Construction
MES,AE-3002-3,08-Inspection Report for Fan Shaft Alignment,1,Construction
MES,AE-3002-1,09-Inspection Report for External Installation,1,Construction
MES,AE-5005-A,09-Inspection Report for External Installation,1,Construction
MES,AE-3002-3,11-Final Inspection & Punch List,0,Construction
MES,AE-5005-D,11-Final Inspection & Punch List,0,Construction
MES,S-7101,Positioning Inspection(DERRICK ),1,Construction
MER,C-2001,01-Material_Reciving,1,Construction
MER,P-3001A,01-Material_Reciving,1,Construction
MES,AE-3002-1,10-Touch Up &Painting Report,1,Construction
MES,AE-5005-A,10-Touch Up &Painting Report,1,Construction
MES,AE-5005-B,10-Touch Up &Painting Report,1,Construction
MES,AE-5005-C,11-Final Inspection & Punch List,0,Construction
MES,AE-5006,11-Final Inspection & Punch List,0,Construction
MES,AE-3002-1,12-Mechanical Completion and Final Certificate ( Rotary Equipment ),0,Construction
MES,AE-5005-A,12-Mechanical Completion and Final Certificate ( Rotary Equipment ),0,Construction
MES,S-7101,Chipping & Padding Inspection  Report (DERRICK ),1,Construction
MES,S-7101,Start Of Erection Activity Notification(RISER ),1,Construction
MES,S-7101,Anchor Bolt Tightening(RISER ),1,Construction
MER,P-5004B,01-Material_Reciving,1,Construction
MER,P-5005A,01-Material_Reciving,1,Construction
MER,P-5006B,01-Material_Reciving,1,Construction
MER,P-5007A,01-Material_Reciving,1,Construction
MER,P-7503B,01-Material_Reciving,1,Construction
MER,P-7506A,01-Material_Reciving,1,Construction
MER,P-8001C,01-Material_Reciving,1,Construction
MES,SS-DG-5701,01-Material_Reciving,1,Construction
MER,P-5008B,02-Chiping_And_Pading,1,Construction
MER,P-5009A,02-Chiping_And_Pading,1,Construction
MER,P-6001A,02-Chiping_And_Pading,1,Construction
MER,P-6002B,02-Chiping_And_Pading,1,Construction
MER,P-7504A,02-Chiping_And_Pading,1,Construction
MER,P-8403A,02-Chiping_And_Pading,1,Construction
MER,C-2001,03-Erection,1,Construction
MER,P-0001B,03-Erection,1,Construction
MER,P-5002A,03-Erection,1,Construction
MER,P-5009B,03-Erection,1,Construction
MER,P-6001B,03-Erection,1,Construction
MER,P-7002A,03-Erection,1,Construction
MER,P-7502B,03-Erection,1,Construction
MER,P-8001A,03-Erection,1,Construction
MER,P-8001B,03-Erection,1,Construction
MER,P-8001B-Lub-Oil-Unit,03-Erection,1,Construction
MER,P-2002A,04-Positioning_And_Elevation,1,Construction
MER,P-5001A,04-Positioning_And_Elevation,1,Construction
MER,P-5002B,04-Positioning_And_Elevation,1,Construction
MER,P-5003A,04-Positioning_And_Elevation,1,Construction
MER,P-5010B,04-Positioning_And_Elevation,1,Construction
MER,P-5012A,04-Positioning_And_Elevation,1,Construction
MER,P-7001A,04-Positioning_And_Elevation,1,Construction
MER,P-7002B,04-Positioning_And_Elevation,1,Construction
MER,P-7003A,04-Positioning_And_Elevation,1,Construction
MER,P-7502A,04-Positioning_And_Elevation,1,Construction
MER,P-8001A-Lub-Oil-Unit,04-Positioning_And_Elevation,1,Construction
EL,S16(LS-04),Lighting ON-OFF Test,1,Construction
EL,S20(LS-04),Lighting ON-OFF Test,1,Construction
EL,S22(LS-04),Lighting ON-OFF Test,1,Construction
EL,S23(LS-05),Lighting ON-OFF Test,0,Construction
EL,S27(LS-03),Lighting ON-OFF Test,0,Construction
EL,S28(LS-05),Lighting ON-OFF Test,0,Construction
EL,S30(LS-04),Lighting ON-OFF Test,1,Construction
EL,S32(LS-04),Lighting ON-OFF Test,1,Construction
EL,00-CAM-05,CCTV Eq.install,0,Construction
EL,CR-CSP-01,CCTV Eq.install,0,Construction
EL,00-CAM-13,CCTV Camera&Hosing install,0,Construction
EL,00-CAM-18,CCTV Camera&Hosing install,0,Construction
EL,CR-CMR-02,CCTV Camera&Hosing install,0,Construction
EL,00-CAM-02,CCTV station.control unit,0,Construction
EL,00-CAM-05,CCTV station.control unit,0,Construction
EL,00-CAM-07,CCTV station.control unit,0,Construction
EL,00-CAM-12,CCTV station.control unit,0,Construction
EL,00-CAM-15,CCTV station.control unit,0,Construction
EL,CR-CSP-01,CCTV station.control unit,0,Construction
EL,00-LP-01,panel & box install,1,Construction
EL,00-RP-02,panel & box install,1,Construction
EL,02-JB3_2-3,panel & box install,0,Construction
EL,05-EJB1_1-5,panel & box install,0,Construction
EL,05-JB2_3-6,panel & box install,0,Construction
EL,06-EJB1_1-3,panel & box install,0,Construction
EL,06-EJB1-3,panel & box install,0,Construction
EL,06-EJB2-4,panel & box install,0,Construction
EL,06-JB2-4,panel & box install,0,Construction
EL,FCS-SC-RIO-03,panel & box install,1,Construction
EL,LAB-FACP-01,panel & box install,0,Construction
EL,SS-FECP-01,panel & box install,1,Construction
EL,CR-TEL-OUTLET-2-03,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-2-06,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-3-03,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-4-08,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-5-09,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-6-03,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-7-01,Tel Socket install,1,Construction
EL,CR-TEL-OUTLET-8-02,Tel Socket install,1,Construction
EL,LAB-TEL-OUTLET-4-01,Tel Socket install,0,Construction
EL,YO-TEL-OUTLET-2-06,Tel Socket install,0,Construction
EL,YO-TEL-OUTLET-4-03,Tel Socket install,0,Construction
EL,YO-TEL-OUTLET-5-05,Tel Socket install,0,Construction
EL,YO-TEL-OUTLET-6-04,Tel Socket install,0,Construction
EL,04-IS-03,Tel eq. install,1,Construction
EL,07-IS-03,Tel eq. install,1,Construction
EL,AH-IS-01,Tel eq. install,1,Construction
EL,CR-TEL-01,Tel eq. install,0,Construction
EL,SS-TJB1,Tel eq. install,1,Construction
EL,YO-TEL-01,Tel eq. install,0,Construction
EL,E28-02(ES-07),Earthig & Lightning Work T,1,Construction
EL,E28-03(ES-03),Earthig & Lightning Work T,1,Construction
EL,E28-10(ES-07),Earthig & Lightning Work T,1,Construction
EL,E28-12(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-14(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-14(ES-07),Earthig & Lightning Work T,1,Construction
EL,E28-18(ES-07),Earthig & Lightning Work T,1,Construction
EL,E28-20(ES-09),Earthig & Lightning Work T,0,Construction
EL,E28-21(ES-09),Earthig & Lightning Work T,0,Construction
EL,E28-22(ES-09),Earthig & Lightning Work T,0,Construction
EL,E28-22(ES-10),Earthig & Lightning Work T,1,Construction
EL,E28-24(ES-08),Earthig & Lightning Work T,1,Construction
EL,E28-26(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-27(ES-08),Earthig & Lightning Work T,1,Construction
EL,E28-29(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-30(ES-10),Earthig & Lightning Work T,1,Construction
EL,E28-33(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-35(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-38(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-38(ES-08),Earthig & Lightning Work T,1,Construction
EL,E28-45(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-47(ES-09),Earthig & Lightning Work T,0,Construction
EL,E28-51(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-52(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-54(ES-09),Earthig & Lightning Work T,0,Construction
EL,E28-56(ES-06),Earthig & Lightning Work T,1,Construction
EL,E28-57,Earthig & Lightning Work T,1,Construction
EL,E29-01(ES-08),Earthig & Lightning Work T,1,Construction
EL,E29-03(ES-01),Earthig & Lightning Work T,1,Construction
EL,E29-05(ES-02),Earthig & Lightning Work T,1,Construction
EL,E29-06(ES-02),Earthig & Lightning Work T,1,Construction
EL,E29-06(ES-10),Earthig & Lightning Work T,1,Construction
EL,E29-07(ES-02),Earthig & Lightning Work T,1,Construction
EL,E29-10(ES-01),Earthig & Lightning Work T,1,Construction
EL,E29-10(ES-02),Earthig & Lightning Work T,1,Construction
EL,E29-10(ES-08),Earthig & Lightning Work T,1,Construction
EL,E29-100,Earthig & Lightning Work T,1,Construction
EL,E29-11(ES-02),Earthig & Lightning Work T,1,Construction
EL,E29-11(ES-08),Earthig & Lightning Work T,1,Construction
EL,E29-110,Earthig & Lightning Work T,1,Construction
CV,CV-EQUIPMENT FOUNDATION,07-COATING & FINAL COATING,1,Construction
CV,CV-FLARE,07-COATING & FINAL COATING,1,Construction
CV,CV-TANKS,07-COATING & FINAL COATING,0,Construction
CV,CV-UG PIT'S,08-BACKFILLING,0,Construction
MES,AE-3002-1,01-General Inspection Report for Air Fin Cooler  Instalation,1,Construction
MES,AE-3002-2,02-General Inspection Report For Air Fin Cooler Structure Plumbness,1,Construction
MES,AE-3002-3,03-Survey Report for Tube Bundle Positioning and Elevation,1,Construction
MES,AE-3002-1,04-Inspection Report for Blade Pitch Angle,1,Construction
MES,AE-5004,05-Inspection Report for Fan Ring Clearance,1,Construction
MES,AE-5005-D,06-Inspection Report for Pulley Alignment,1,Construction
MES,AE-5005-B,07-Inspection Report for Belt Tension,1,Construction
MES,AE-3002-2,08-Inspection Report for Fan Shaft Alignment,1,Construction
MES,AE-3002-3,09-Inspection Report for External Installation,1,Construction
MES,AE-5005-C,09-Inspection Report for External Installation,0,Construction
MES,AE-5005-D,10-Touch Up &Painting Report,1,Construction
MES,AE-5006,10-Touch Up &Painting Report,1,Construction
MES,AE-5005-A,11-Final Inspection & Punch List,0,Construction
MES,AE-5005-D,12-Mechanical Completion and Final Certificate ( Rotary Equipment ),0,Construction
MES,AE-5006,12-Mechanical Completion and Final Certificate ( Rotary Equipment ),0,Construction
MES,S-7101,Material Reciving Inspection(RISER ),1,Construction
MES,S-7101,Grouting Inspection(RISER ),1,Construction
MER,P-0001A,01-Material_Reciving,1,Construction
MER,P-5008B,01-Material_Reciving,1,Construction
MER,P-5009A,01-Material_Reciving,1,Construction
MER,P-6002C,01-Material_Reciving,1,Construction
MER,P-7504A,01-Material_Reciving,1,Construction
MER,P-8401-P2B,01-Material_Reciving,1,Construction
MER,P-3011A,02-Chiping_And_Pading,1,Construction
MER,P-5001A,02-Chiping_And_Pading,1,Construction
MER,P-5003A,02-Chiping_And_Pading,1,Construction
MER,P-5010B,02-Chiping_And_Pading,1,Construction
MER,P-5012A,02-Chiping_And_Pading,1,Construction
MER,P-7002A,02-Chiping_And_Pading,1,Construction
MER,P-7002B,02-Chiping_And_Pading,1,Construction
MER,P-7502B,02-Chiping_And_Pading,1,Construction
MER,P-8404A,02-Chiping_And_Pading,1,Construction
MER,P-8404B,02-Chiping_And_Pading,1,Construction
MES,SS-DG-5701,02-Chiping_And_Pading,1,Construction
MER,P-2002B,03-Erection,1,Construction
MER,P-3011B,03-Erection,1,Construction
MER,P-5011A,03-Erection,1,Construction
MER,P-5012B,03-Erection,1,Construction
MER,P-6002A,03-Erection,1,Construction
EL,05-SP-04,PA.GA CHECK LIST,0,Construction
EL,05-SP-15,PA.GA CHECK LIST,0,Construction
EL,06-SP-08,PA.GA CHECK LIST,0,Construction
EL,06-SP-10,PA.GA CHECK LIST,0,Construction
EL,07-SP-06,PA.GA CHECK LIST,1,Construction
EL,07-SP-11,PA.GA CHECK LIST,1,Construction
EL,CR-SP-05,PA.GA CHECK LIST,1,Construction
EL,LAB-PJB1,PA.GA CHECK LIST,0,Construction
EL,SS-SP-05,PA.GA CHECK LIST,1,Construction
EL,SS-SP-06,PA.GA CHECK LIST,1,Construction
EL,EBL-0102,FA EQ. install,1,Construction
EL,EBL-0105,FA EQ. install,1,Construction
EL,EBL-0204,FA EQ. install,0,Construction
EL,FLB-0302,FA EQ. install,0,Construction
EL,MCP-0201,FA EQ. install,0,Construction
EL,SDR-0107,FA EQ. install,1,Construction
EL,SDR-0132,FA EQ. install,1,Construction
EL,SDR-0142,FA EQ. install,1,Construction
EL,SDR-0213,FA EQ. install,0,Construction
EL,SDR-0225,FA EQ. install,0,Construction
EL,SDR-0228,FA EQ. install,0,Construction
EL,SDR-0303,FA EQ. install,1,Construction
EL,SDR-0306,FA EQ. install,1,Construction
EL,SDR-0309,FA EQ. install,1,Construction
EL,SDR-0311,FA EQ. install,1,Construction
EL,SDR-0337,FA EQ. install,1,Construction
EL,SDR-0350,FA EQ. install,1,Construction
EL,SDR-0359,FA EQ. install,1,Construction
EL,BD_16-WWO-00-190,CABLING Cathodic Protection,1,Construction
EL,BD_44-CWS-00-130-2,CABLING Cathodic Protection,1,Construction
EL,BD_6-CWS-70-101,CABLING Cathodic Protection,1,Construction
EL,BD-CB-07,CABLING Cathodic Protection,1,Construction
EL,BD-CB-09,CABLING Cathodic Protection,1,Construction
EL,BD-CB-108_2,CABLING Cathodic Protection,1,Construction
EL,BD-CB-11,CABLING Cathodic Protection,1,Construction
EL,BD-CB-23,CABLING Cathodic Protection,1,Construction
EL,BD-CB-44_1,CABLING Cathodic Protection,1,Construction
EL,BD-CB-51,CABLING Cathodic Protection,1,Construction
EL,BD-CB-58,CABLING Cathodic Protection,1,Construction
EL,BD-CB-72,CABLING Cathodic Protection,1,Construction
EL,BD-CB-83_1,CABLING Cathodic Protection,1,Construction
EL,BD-CB-84,CABLING Cathodic Protection,1,Construction
EL,BD-CB-97,CABLING Cathodic Protection,1,Construction
EL,BD-DV-5804_2,CABLING Cathodic Protection,1,Construction
MER,P-2001A,03-Erection,1,Construction
MER,P-2001B,03-Erection,1,Construction
MER,P-2003A,03-Erection,1,Construction
MER,P-2003B,03-Erection,1,Construction
MER,P-5005B,03-Erection,1,Construction
MER,P-5007B,03-Erection,1,Construction
MER,P-5008A,03-Erection,1,Construction
MER,P-6002C,03-Erection,1,Construction
MER,P-7004A,03-Erection,1,Construction
MER,P-7503A,03-Erection,1,Construction
MER,P-8001C,03-Erection,1,Construction
MER,P-8001D,03-Erection,1,Construction
MES,SS-DG-5701,03-Erection,1,Construction
MER,P-5009A,04-Positioning_And_Elevation,1,Construction
MER,P-7004B,04-Positioning_And_Elevation,1,Construction
MER,PK-8401-P2B,04-Positioning_And_Elevation,1,Construction
MER,C-3001,06-Levelness,0,Construction
MER,P-3011A,06-Levelness,1,Construction
MER,P-3011B,06-Levelness,1,Construction
MER,P-5010A,06-Levelness,1,Construction
MER,P-6002A,06-Levelness,1,Construction
MER,P-7001C,06-Levelness,1,Construction
MER,P-8404A,06-Levelness,1,Construction
MER,P-8404B,06-Levelness,1,Construction
MER,P-5009B,11-Bolt_Titening,1,Construction
MER,P-5010B,11-Bolt_Titening,1,Construction
MER,P-5012A,11-Bolt_Titening,1,Construction
MER,P-6001A,11-Bolt_Titening,1,Construction
MER,P-7001C-Lub-Oil-Unit,11-Bolt_Titening,1,Construction
MER,P-7502B,11-Bolt_Titening,0,Construction
MER,P-8001A,11-Bolt_Titening,0,Construction
MER,P-8403A,11-Bolt_Titening,1,Construction
MER,P-8403B,11-Bolt_Titening,1,Construction
MER,P-0001B,05-Half Grouting,1,Construction
MER,P-5002B,05-Half Grouting,1,Construction
MER,P-5011A,05-Half Grouting,1,Construction
MER,P-7502A,05-Half Grouting,1,Construction
MER,P-8001A-Lub-Oil-Unit,05-Half Grouting,1,Construction
MER,P-8001B-Lub-Oil-Unit,05-Half Grouting,1,Construction
MER,P-8401-P2A,05-Half Grouting,1,Construction
MER,P-8401-P2B,05-Half Grouting,1,Construction
MER,P-8402A,05-Half Grouting,0,Construction
MER,C-2002,05-1-Final Grouting,1,Construction
MER,C-3001,05-1-Final Grouting,1,Construction
MER,P-0001A,05-1-Final Grouting,1,Construction
MER,P-3011A,05-1-Final Grouting,1,Construction
MER,P-3011B,05-1-Final Grouting,1,Construction
MER,P-5004B,05-1-Final Grouting,1,Construction
MER,P-5005A,05-1-Final Grouting,1,Construction
MER,P-5006B,05-1-Final Grouting,1,Construction
MER,P-5007A,05-1-Final Grouting,1,Construction
EL,YO-TJB1,Tel eq. install,0,Construction
EL,02-SP-09,PA.GA Speaker&Beacon Loop,1,Construction
EL,02-SP-19,PA.GA Speaker&Beacon Loop,1,Construction
EL,03-SP-08,PA.GA Speaker&Beacon Loop,1,Construction
EL,03-SP-10,PA.GA Speaker&Beacon Loop,1,Construction
EL,04-SP-06,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-02,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-09,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-12,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-19,PA.GA Speaker&Beacon Loop,1,Construction
EL,05-SP-24,PA.GA Speaker&Beacon Loop,1,Construction
EL,06-PJB2,PA.GA Speaker&Beacon Loop,1,Construction
EL,06-SP-03,PA.GA Speaker&Beacon Loop,1,Construction
EL,06-SP-13,PA.GA Speaker&Beacon Loop,1,Construction
EL,01-SP-05,PA.GA CHECK LIST,1,Construction
EL,02-PJB1,PA.GA CHECK LIST,0,Construction
EL,02-SP-09,PA.GA CHECK LIST,0,Construction
EL,02-SP-19,PA.GA CHECK LIST,0,Construction
EL,03-SP-05,PA.GA CHECK LIST,0,Construction
EL,03-SP-10,PA.GA CHECK LIST,0,Construction
EL,04-PJB1,PA.GA CHECK LIST,0,Construction
EL,04-SP-08,PA.GA CHECK LIST,0,Construction
EL,05-SP-08,PA.GA CHECK LIST,0,Construction
EL,05-SP-12,PA.GA CHECK LIST,0,Construction
EL,05-SP-19,PA.GA CHECK LIST,0,Construction
EL,05-SP-24,PA.GA CHECK LIST,0,Construction
EL,06-PJB2,PA.GA CHECK LIST,0,Construction
EL,06-SP-03,PA.GA CHECK LIST,0,Construction
EL,06-SP-13,PA.GA CHECK LIST,0,Construction
EL,07-PJB2,PA.GA CHECK LIST,1,Construction
EL,07-SP-03,PA.GA CHECK LIST,1,Construction
EL,07-SP-15,PA.GA CHECK LIST,1,Construction
EL,CR-SP-02,PA.GA CHECK LIST,1,Construction
EL,LAB-SP-02,PA.GA CHECK LIST,0,Construction
EL,YO-SP-04,PA.GA CHECK LIST,0,Construction
EL,ALS-0101,FA EQ. install,0,Construction
EL,AMI-0104,FA EQ. install,0,Construction
EL,EBL-0104,FA EQ. install,1,Construction
EL,EBL-0107,FA EQ. install,0,Construction
EL,EBL-0206,FA EQ. install,0,Construction
EL,FLB-0101,FA EQ. install,0,Construction
EL,MCP-0152,FA EQ. install,0,Construction
EL,MCP-0240,FA EQ. install,0,Construction
EL,MCP-0322,FA EQ. install,1,Construction
EL,MCP-0325,FA EQ. install,1,Construction
EL,MCP-0362,FA EQ. install,1,Construction
EL,NEL-0101,FA EQ. install,0,Construction
EL,NEL-0103,FA EQ. install,0,Construction
EL,NEL-0106,FA EQ. install,1,Construction
EL,SDR-0102,FA EQ. install,1,Construction
EL,SDR-0105,FA EQ. install,1,Construction
MER,P-5002A,01-Material_Reciving,1,Construction
MER,P-5009B,01-Material_Reciving,1,Construction
MER,P-5012A,01-Material_Reciving,1,Construction
MER,P-6001B,01-Material_Reciving,1,Construction
MER,P-7001C-Lub-Oil-Unit,01-Material_Reciving,0,Construction
MER,P-7002A,01-Material_Reciving,1,Construction
MER,P-7502B,01-Material_Reciving,1,Construction
MER,P-8001A,01-Material_Reciving,0,Construction
MER,P-8001B,01-Material_Reciving,0,Construction
MER,P-8405B,01-Material_Reciving,1,Construction
MER,C-2002,02-Chiping_And_Pading,1,Construction
MER,P-2001A,02-Chiping_And_Pading,1,Construction
MER,P-2001B,02-Chiping_And_Pading,1,Construction
MER,P-2003A,02-Chiping_And_Pading,1,Construction
MER,P-2003B,02-Chiping_And_Pading,1,Construction
MER,P-5001B,02-Chiping_And_Pading,1,Construction
MER,P-5003B,02-Chiping_And_Pading,1,Construction
MER,P-5004A,02-Chiping_And_Pading,1,Construction
MER,P-5006A,02-Chiping_And_Pading,1,Construction
MER,P-5012B,02-Chiping_And_Pading,1,Construction
MER,P-6002C,02-Chiping_And_Pading,1,Construction
MER,P-7001B,02-Chiping_And_Pading,1,Construction
MER,P-7001B-Lub-Oil-Unit,02-Chiping_And_Pading,1,Construction
MER,P-7003B,02-Chiping_And_Pading,1,Construction
MER,P-7004A,02-Chiping_And_Pading,1,Construction
MER,P-7101A,02-Chiping_And_Pading,1,Construction
MER,P-7505A,02-Chiping_And_Pading,1,Construction
MER,P-7506B,02-Chiping_And_Pading,1,Construction
MER,P-5004B,03-Erection,1,Construction
MER,P-5005A,03-Erection,1,Construction
MER,P-5006B,03-Erection,1,Construction
MER,P-5007A,03-Erection,1,Construction
MER,P-5011B,03-Erection,1,Construction
MER,P-7001A-Lub-Oil-Unit,03-Erection,1,Construction
MER,P-7004B,03-Erection,1,Construction
MER,P-7101B,03-Erection,1,Construction
MER,P-7503B,03-Erection,1,Construction
MER,P-7506A,03-Erection,1,Construction
MER,C-3001,04-Positioning_And_Elevation,1,Construction
MER,P-3011A,04-Positioning_And_Elevation,1,Construction
MER,P-5005B,04-Positioning_And_Elevation,1,Construction
MER,P-5007B,04-Positioning_And_Elevation,1,Construction
MER,P-5008A,04-Positioning_And_Elevation,1,Construction
MER,P-7503A,04-Positioning_And_Elevation,1,Construction
MER,P-8001D,04-Positioning_And_Elevation,1,Construction
MER,P-8404A,04-Positioning_And_Elevation,1,Construction
MER,P-8404B,04-Positioning_And_Elevation,1,Construction
MER,P-8401-P2A,04-Positioning_And_Elevation,1,Construction
MER,P-8405A,04-Positioning_And_Elevation,1,Construction
